price,developer,id,release_date_anio
4.99,"Nova Dimension,Recreat4",391300,2017
4.99,"Nova Dimension,Recreat4",391300,2017
4.99,"Nova Dimension,Recreat4",391300,2017
1.99,Jonni Hirst,575880,2017
1.99,Jonni Hirst,575880,2017
1.99,Jonni Hirst,575880,2017
1.99,Jonni Hirst,575880,2017
1.99,Jonni Hirst,575880,2017
19.99,"Umix Studios,Cyanide",545130,2017
19.99,"Umix Studios,Cyanide",545130,2017
19.99,HexWar Games,449460,2017
4.99,Digital Reality,573790,1997
9.99,"Digital Reality,Gyroscope Games",490370,1999
4.99,"Lunchtime Studios, LLC",404070,2017
4.99,"Lunchtime Studios, LLC",404070,2017
4.99,"Lunchtime Studios, LLC",404070,2017
4.99,"Lunchtime Studios, LLC",404070,2017
2.99,Anatoliy Loginovskikh,539450,2017
2.99,Anatoliy Loginovskikh,539450,2017
24.99,Ashdar Games,464880,2017
24.99,Ashdar Games,464880,2017
9.99,Moonrise Interactive,558340,2017
9.99,Moonrise Interactive,558340,2017
54.99,Nolo,555810,2016
2.99,Eclipse Studios,513310,2017
2.99,Eclipse Studios,513310,2017
2.99,Eclipse Studios,513310,2017
2.99,Eclipse Studios,513310,2017
2.99,Eclipse Studios,513310,2017
1.99,One More Game,550580,2017
1.99,One More Game,550580,2017
2.99,Broken Code Games,576700,2017
7.99,Warfare Studios,461370,2017
7.99,Warfare Studios,461370,2017
7.99,Warfare Studios,461370,2017
7.99,Warfare Studios,461370,2017
7.99,Warfare Studios,461370,2017
7.99,Warfare Studios,461370,2017
2.99,Ascension Interactive Media,533630,2017
2.99,Ascension Interactive Media,533630,2017
4.99,Black Alchemy Games,535350,2017
4.99,Black Alchemy Games,535350,2017
4.99,Black Alchemy Games,535350,2017
9.99,Team Toaster,530080,2017
9.99,Team Toaster,530080,2017
9.99,Team Toaster,530080,2017
4.99,ButterChain,554690,2017
0.99,Mihai Morosanu,575700,2017
0.99,Mihai Morosanu,575700,2017
2.99,NIKITA ONLINE,575690,1997
2.99,NIKITA ONLINE,575690,1997
2.99,NIKITA ONLINE,575690,1997
2.99,NIKITA ONLINE,575690,1997
0.99,Kirill Gurman,582280,2017
0.99,Kirill Gurman,582280,2017
2.99,Carl Games,557830,2017
2.99,Carl Games,557830,2017
0.99,Justin Varghese,512150,2016
0.99,Justin Varghese,512150,2016
7.99,Eendhoorn Games,458170,2017
7.99,Eendhoorn Games,458170,2017
7.99,Eendhoorn Games,458170,2017
7.99,Eendhoorn Games,458170,2017
0.99,Synnergy Circle Games,579230,2017
0.99,Synnergy Circle Games,579230,2017
7.99,Gobbo Games,552370,2017
7.99,Gobbo Games,552370,2017
29.99,"CAPCOM Co., Ltd.",418370,2017
29.99,"CAPCOM Co., Ltd.",418370,2017
129.99,CyberLink,501650,2017
129.99,CyberLink,501650,2017
129.99,CyberLink,501650,2017
129.99,CyberLink,501650,2017
129.99,CyberLink,501650,2017
6.99,Big Fish Studios,549190,2017
6.99,Big Fish Studios,549190,2017
1.99,VooFoo Studios,438950,2017
1.99,VooFoo Studios,438950,2017
1.99,VooFoo Studios,438950,2017
1.99,VooFoo Studios,438950,2017
1.99,VooFoo Studios,438950,2017
129.99,CyberLink,501660,2017
129.99,CyberLink,501660,2017
129.99,CyberLink,501660,2017
129.99,CyberLink,501660,2017
0.0,Trilith Entertainment Ltd,553030,2017
0.0,Trilith Entertainment Ltd,553030,2017
0.0,Trilith Entertainment Ltd,553030,2017
0.0,Trilith Entertainment Ltd,553030,2017
0.0,Trilith Entertainment Ltd,553030,2017
0.0,Trilith Entertainment Ltd,553030,2017
6.99,Brace Yourself Games,554000,2017
6.99,Brace Yourself Games,554000,2017
6.99,Brace Yourself Games,554000,2017
0.0,Eidos Montreal,555450,2017
0.0,Eidos Montreal,555450,2017
6.99,Ubisoft,525000,2017
6.99,Ubisoft,525000,2017
4.99,Spydersoft,508520,2017
4.99,Spydersoft,508520,2017
4.99,Spydersoft,508520,2017
4.99,Spydersoft,508520,2017
12.99,Frontwing,578070,2017
12.99,Frontwing,578070,2017
9.99,Ivanovich Games,427780,2015
9.99,Ivanovich Games,427780,2015
9.99,Ivanovich Games,427780,2015
9.99,Ivanovich Games,427780,2015
3.99,"ThinkOfGames,The Storytelling Studio",575920,2017
3.99,"ThinkOfGames,The Storytelling Studio",575920,2017
3.99,"ThinkOfGames,The Storytelling Studio",575920,2017
2.99,نقش الضوء,573050,2017
2.99,نقش الضوء,573050,2017
5.99,stillalive studios,563890,2017
14.99,Bit Byterz,430410,2017
14.99,Bit Byterz,430410,2017
9.99,Vendel Games,557720,2017
9.99,Vendel Games,557720,2017
4.99,IndieMax,462200,2017
4.99,IndieMax,462200,2017
4.99,IndieMax,462200,2017
4.99,Mike Studios,560510,2017
4.99,Mike Studios,560510,2017
2.99,Ripstone,439830,2017
2.99,Ripstone,439830,2017
2.99,Ripstone,439830,2017
2.99,Ripstone,439830,2017
2.99,Ripstone,439830,2017
9.99,N-Fusion Interactive,514080,2001
9.99,N-Fusion Interactive,514080,2001
0.0,Hyper Hippo Games,547680,2017
0.0,Hyper Hippo Games,547680,2017
0.0,Hyper Hippo Games,547680,2017
0.0,Hyper Hippo Games,547680,2017
0.0,Hyper Hippo Games,547680,2017
0.0,Hyper Hippo Games,547680,2017
0.0,Hyper Hippo Games,547680,2017
4.99,SparkLightGames,571080,2017
4.99,SparkLightGames,571080,2017
4.99,SparkLightGames,571080,2017
19.99,BANDAI NAMCO Studios Inc.,525430,2017
19.99,BANDAI NAMCO Studios Inc.,525430,2017
0.0,BANDAI NAMCO Studios Inc.,565210,2017
0.0,BANDAI NAMCO Studios Inc.,565210,2017
9.99,BANDAI NAMCO Studios Inc.,528057,2017
9.99,BANDAI NAMCO Studios Inc.,528057,2017
29.99,Xuse,445430,2017
29.99,Xuse,445430,2017
14.99,Xuse,465040,2017
14.99,Xuse,465040,2017
0.0,Forever Entertainment S. A.,469050,2017
0.0,Forever Entertainment S. A.,469050,2017
0.0,Forever Entertainment S. A.,469050,2017
0.99,Mortis Games,575460,2017
0.99,Mortis Games,575460,2017
0.99,Mortis Games,575460,2017
0.0,Warped Tales,584620,2017
0.0,Warped Tales,584620,2017
0.0,Warped Tales,584620,2017
4.99,Matrix Trains,512311,2017
4.99,Matrix Trains,512312,2017
10.99,Capsule Three,553740,2017
10.99,Capsule Three,553740,2017
10.99,Capsule Three,553740,2017
10.99,Capsule Three,553740,2017
9.99,"Haven Made,craigz",505060,2017
9.99,"Haven Made,craigz",505060,2017
9.99,"Haven Made,craigz",505060,2017
9.99,"Haven Made,craigz",505060,2017
9.99,"Haven Made,craigz",505060,2017
9.99,Maple Flag,555531,2017
3.99,ANIM•ACE,514340,2017
3.99,ANIM•ACE,514340,2017
9.99,Domini Games,551150,2017
9.99,Domini Games,551150,2017
0.0,SG Data,539650,2017
0.0,SG Data,539650,2017
1.99,Vladimir Maslov,581760,2017
1.99,Vladimir Maslov,581760,2017
0.99,Indie Games Studio,575760,2017
0.99,Indie Games Studio,575760,2017
0.99,Indie Games Studio,575760,2017
0.99,Indie Games Studio,575760,2017
14.99,Mind Grown Software,545840,2017
14.99,Mind Grown Software,545840,2017
14.99,Mind Grown Software,545840,2017
14.99,Mind Grown Software,545840,2017
4.99,Joshua Missile,514810,2017
4.99,Joshua Missile,514810,2017
4.99,Romero Games Ltd.,586310,2017
4.99,Romero Games Ltd.,586310,2017
4.99,Romero Games Ltd.,586310,2017
0.0,I3,524240,2017
0.0,I3,524240,2017
0.99,Walter Machado,586350,2017
0.99,Walter Machado,586350,2017
9.99,WorldWideSoftware,504660,2017
9.99,WorldWideSoftware,504660,2017
9.99,WorldWideSoftware,504660,2017
9.99,WorldWideSoftware,504660,2017
3.99,Tower Up Studios,528430,2017
3.99,Tower Up Studios,528430,2017
0.99,Just1337 Studio,586490,2017
0.99,Just1337 Studio,586490,2017
0.99,Just1337 Studio,586490,2017
11.99,AT The Gate Team,566750,2017
11.99,AT The Gate Team,566750,2017
11.99,AT The Gate Team,566750,2017
0.99,Tower Up Studios,533310,2017
0.99,Tower Up Studios,533310,2017
10.99,Narrator,543930,2016
10.99,Narrator,543930,2016
4.99,virtualRailroads,326035,2017
4.99,virtualRailroads,513105,2017
8.99,Windybeard,513480,2017
8.99,Windybeard,513480,2017
8.99,Windybeard,513480,2017
7.99,BANDAI NAMCO Studios Inc.,528058,2017
7.99,BANDAI NAMCO Studios Inc.,528058,2017
4.99,"Io-Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)",588660,2017
19.99,Individual Software,492520,2017
9.99,Midipixel,530370,2017
3.99,Happy Hobgoblin,572300,2017
5.99,Deceptive Games Ltd.,505340,2017
5.99,Deceptive Games Ltd.,505340,2017
5.99,Deceptive Games Ltd.,505340,2017
15.99,Black Tower Studios,568190,2017
15.99,Black Tower Studios,568190,2017
15.99,Black Tower Studios,568190,2017
19.99,Virtual Rail Creations,376965,2017
3.99,On5,526920,2017
3.99,On5,526920,2017
3.99,On5,526920,2017
3.99,On5,526920,2017
3.99,On5,526920,2017
0.99,Evgeny Osmet,585790,2017
0.99,Evgeny Osmet,585790,2017
0.99,Evgeny Osmet,585790,2017
4.99,Olivier LeClair,587882,2017
4.99,Olivier LeClair,587882,2017
0.99,Olivier LeClair,587880,2017
0.99,Olivier LeClair,587880,2017
14.99,Olivier LeClair,587891,2017
14.99,Olivier LeClair,587891,2017
9.99,Olivier LeClair,587890,2017
9.99,Olivier LeClair,587890,2017
0.0,Olivier LeClair,587840,2017
0.0,Olivier LeClair,587840,2017
3.99,Loju,559930,2017
3.99,Loju,559930,2017
19.99,CyberConnect2 Co. Ltd.,495160,2017
19.99,CyberConnect2 Co. Ltd.,495160,2017
3.99,Nuno Donato,567780,2017
3.99,Nuno Donato,567780,2017
3.99,Nuno Donato,567780,2017
179.0,nukeygara,446060,2017
179.0,nukeygara,446060,2017
179.0,nukeygara,446060,2017
179.0,nukeygara,446060,2017
179.0,nukeygara,446060,2017
179.0,nukeygara,446060,2017
19.99,HeR Interactive,572700,2015
4.99,651 GAMES,583660,2017
4.99,651 GAMES,583660,2017
4.99,nullplussoftware,579640,2016
4.99,Bakershah Games,486020,2017
4.99,Bakershah Games,486020,2017
4.99,Bakershah Games,486020,2017
7.99,Stonehill Games,587330,2017
7.99,Stonehill Games,587330,2017
9.99,"[erka:es],Darksquid Media",564150,2017
9.99,"[erka:es],Darksquid Media",564150,2017
6.99,DL Softworks,589651,2017
6.99,DL Softworks,589651,2017
6.99,DL Softworks,589651,2017
6.99,DL Softworks,589651,2017
6.99,DL Softworks,589651,2017
6.99,DL Softworks,589651,2017
6.99,DL Softworks,589651,2017
5.99,DL Softworks,589650,2017
5.99,DL Softworks,589650,2017
5.99,DL Softworks,589650,2017
5.99,DL Softworks,589650,2017
5.99,DL Softworks,589650,2017
5.99,DL Softworks,589650,2017
5.99,DL Softworks,589650,2017
4.99,Giant Squid,577450,2017
4.99,Giant Squid,577450,2017
4.99,Giant Squid,577450,2017
4.99,Giant Squid,577450,2017
4.99,Giant Squid,577450,2017
10.99,Pixel Trickery,437250,2017
10.99,Pixel Trickery,437250,2017
9.99,Eipix Entertainment,586690,2017
9.99,Eipix Entertainment,586690,2017
0.0,Square Enix,536930,2017
0.0,Square Enix,536930,2017
1.99,singi,578440,2017
2.99,Turbo Tape Games,583190,2017
2.99,Turbo Tape Games,583190,2017
0.99,UroboroStudio,587800,2017
0.99,UroboroStudio,587800,2017
0.99,UroboroStudio,587800,2017
4.99,"Hopoo Games, LLC",323410,2017
4.99,"Hopoo Games, LLC",323410,2017
4.99,"Hopoo Games, LLC",323410,2017
19.99,Ivanovich Games,556230,2016
19.99,Ivanovich Games,556230,2016
19.99,Ivanovich Games,556230,2016
19.99,Ivanovich Games,556230,2016
19.99,Ivanovich Games,556230,2016
19.99,Ivanovich Games,556230,2016
29.99,"KOEI TECMO GAMES CO., LTD.",527270,2017
0.0,BANDAI NAMCO Studios Inc.,565230,2017
0.0,BANDAI NAMCO Studios Inc.,565230,2017
11.99,BANDAI NAMCO Studios Inc.,528052,2017
11.99,BANDAI NAMCO Studios Inc.,528052,2017
5.99,BANDAI NAMCO Studios Inc.,528055,2017
5.99,BANDAI NAMCO Studios Inc.,528055,2017
2.99,Drop_Dead_Fred (Фред),586520,2017
2.99,Drop_Dead_Fred (Фред),586520,2017
2.99,Pirate Games,581010,2017
2.99,Pirate Games,581010,2017
2.99,Pirate Games,581010,2017
19.99,Romantic Railroads,376972,2017
6.99,Sweet Roll Studio LLC.,552690,2017
6.99,Sweet Roll Studio LLC.,552690,2017
6.99,Sweet Roll Studio LLC.,552690,2017
6.99,Sweet Roll Studio LLC.,552690,2017
0.99,Cult Software,584800,2017
5.99,Warlock Arts,575990,2017
5.99,Warlock Arts,575990,2017
5.99,Warlock Arts,575990,2017
4.99,Maru Games,577560,2017
4.99,Maru Games,577560,2017
2.99,Peak Angle Team,591880,2017
2.99,Peak Angle Team,591880,2017
2.99,Peak Angle Team,591880,2017
26.99,Bohemia Interactive,244030,2017
24.99,Toposim,556219,2017
0.99,GamersHype Productions,591730,2017
0.99,GamersHype Productions,591730,2017
0.99,GamersHype Productions,591730,2017
0.99,GamersHype Productions,591730,2017
0.99,GamersHype Productions,591730,2017
1.99,SCS Software,588600,2017
1.99,SCS Software,588600,2017
1.99,SCS Software,558243,2017
1.99,SCS Software,558243,2017
8.99,Lorenzo Bellincampi,582530,2017
8.99,Lorenzo Bellincampi,582530,2017
8.99,Lorenzo Bellincampi,582530,2017
4.99,Just Trains,513106,2017
4.99,Just Trains,513107,2017
0.0,Schrolab,588180,2017
0.0,Schrolab,588180,2017
0.0,Schrolab,588180,2017
2.99,Mighty Mob Games,572180,2017
2.99,Mighty Mob Games,572180,2017
2.99,Mighty Mob Games,572180,2017
0.0,Ran,587290,2017
19.99,Toposim,556220,2017
0.0,Mortis Games,590450,2017
0.0,Mortis Games,590450,2017
0.0,Mortis Games,590450,2017
9.99,Elephant Games,586720,2017
9.99,Elephant Games,586720,2017
0.99,Brimo Studio,575910,2017
0.99,Brimo Studio,575910,2017
0.99,Brimo Studio,575910,2017
0.99,Brimo Studio,575910,2017
0.99,"oblomysh,EHTechnology",588420,2017
0.99,"oblomysh,EHTechnology",588420,2017
0.99,"oblomysh,EHTechnology",588420,2017
0.99,Indie Games Studio,575780,2017
0.99,Indie Games Studio,575780,2017
0.99,Indie Games Studio,575780,2017
0.99,Indie Games Studio,575780,2017
54.99,MAGIX Software GmbH,575270,2017
54.99,MAGIX Software GmbH,575270,2017
54.99,MAGIX Software GmbH,575270,2017
10.99,"Sebastian Nigro,Panos Tzimas",410840,2017
10.99,"Sebastian Nigro,Panos Tzimas",410840,2017
10.99,"Sebastian Nigro,Panos Tzimas",410840,2017
14.99,SoftWeir Inc.,564680,2017
14.99,SoftWeir Inc.,564680,2017
14.99,SoftWeir Inc.,564680,2017
14.99,SoftWeir Inc.,564680,2017
14.99,SoftWeir Inc.,564680,2017
14.99,SoftWeir Inc.,564680,2017
14.99,SoftWeir Inc.,564680,2017
14.99,Hermes Interactive,576260,2017
14.99,Hermes Interactive,576260,2017
6.99,Fumiko Game Studio,563810,2017
6.99,Fumiko Game Studio,563810,2017
14.99,Hoplon,587413,2017
14.99,Hoplon,587413,2017
14.99,Hoplon,587413,2017
14.99,Hoplon,587413,2017
14.99,Hoplon,587413,2017
14.99,Hoplon,587413,2017
39.99,"Ubisoft Montreal,Ubisoft Quebec,Ubisoft Toronto,Blue Byte",591800,2017
59.99,"Ubisoft Montreal,Ubisoft Quebec,Ubisoft Toronto,Blue Byte",304390,2017
2.99,"Mighty Studios, LLC",577160,2017
2.99,"Mighty Studios, LLC",577160,2017
2.99,"Mighty Studios, LLC",577160,2017
0.99,Frank J Sudol,580880,2017
0.99,Frank J Sudol,580880,2017
9.99,Zero Degrees Games,558320,2017
9.99,DIGIDICED,528180,2017
9.99,DIGIDICED,528180,2017
4.99,DazlogStudio,450170,2017
4.99,DazlogStudio,450170,2017
4.99,DazlogStudio,450170,2017
9.99,Rusty Bolt,412760,2017
9.99,Rusty Bolt,412760,2017
4.99,DL Softworks,591490,2017
4.99,DL Softworks,591490,2017
4.99,DL Softworks,591490,2017
4.99,DL Softworks,591490,2017
4.99,DL Softworks,591490,2017
4.99,DL Softworks,591490,2017
4.99,DL Softworks,591490,2017
4.99,DL Softworks,591490,2017
0.0,DR Studios,445720,2017
0.0,DR Studios,445720,2017
0.0,DR Studios,445720,2017
9.99,DL Softworks,591492,2017
9.99,DL Softworks,591492,2017
9.99,DL Softworks,591492,2017
9.99,DL Softworks,591492,2017
9.99,DL Softworks,591492,2017
9.99,DL Softworks,591492,2017
9.99,DL Softworks,591492,2017
9.99,DL Softworks,591492,2017
9.99,Big Fish Studios,567240,2017
9.99,Big Fish Studios,567240,2017
5.99,"IDEA FACTORY,COMPILE HEART",555120,2017
49.99,"IDEA FACTORY,COMPILE HEART",524580,2017
49.99,"IDEA FACTORY,COMPILE HEART",524580,2017
0.99,"IDEA FACTORY,COMPILE HEART",524592,2017
0.99,"IDEA FACTORY,COMPILE HEART",524596,2017
0.99,"IDEA FACTORY,COMPILE HEART",524595,2017
0.99,"IDEA FACTORY,COMPILE HEART",524594,2017
0.99,"IDEA FACTORY,COMPILE HEART",524593,2017
0.99,"IDEA FACTORY,COMPILE HEART",524591,2017
0.99,Snkl Studio,587810,2017
0.99,Snkl Studio,587810,2017
0.99,"IDEA FACTORY,COMPILE HEART",524590,2017
1.99,Rumata Lab,591010,2017
1.99,Rumata Lab,591010,2017
1.99,Rumata Lab,591010,2017
7.99,"Adriaan de Jongh,Sylvain Tegroeg",435400,2017
7.99,"Adriaan de Jongh,Sylvain Tegroeg",435400,2017
7.99,"Adriaan de Jongh,Sylvain Tegroeg",435400,2017
4.99,Daylight Studios,593430,2017
4.99,Daylight Studios,593430,2017
4.99,Daylight Studios,593430,2017
4.99,virtualRailroads,513103,2017
4.99,virtualRailroads,513101,2017
4.99,virtualRailroads,513100,2017
5.99,ASTRO PORT,564040,2017
5.99,ASTRO PORT,564040,2017
4.99,"L. Stotch,Vladimir Soldatov",573870,2017
4.99,"L. Stotch,Vladimir Soldatov",573870,2017
5.99,playchocolate,561450,2017
5.99,playchocolate,561450,2017
5.99,playchocolate,561450,2017
14.99,Studio Wumpus,464950,2017
14.99,Studio Wumpus,464950,2017
14.99,Studio Wumpus,464950,2017
4.99,Inaccurate Interactive,582620,2016
4.99,Inaccurate Interactive,582620,2016
9.99,Kayabros,586240,2017
4.99,Exordium Games,583140,2017
4.99,Exordium Games,583140,2017
29.99,Expansive Worlds,518790,2017
29.99,Expansive Worlds,518790,2017
29.99,Expansive Worlds,518790,2017
99.99,ByteRockers' Games,570090,2017
99.99,ByteRockers' Games,570090,2017
99.99,ByteRockers' Games,570090,2017
5.99,Sagnithi Systems Technology Solutions LLP,552940,2017
5.99,Sagnithi Systems Technology Solutions LLP,552940,2017
1.99,Quad-Games,488120,2017
1.99,Quad-Games,488120,2017
19.99,Dovetail Games,448199,2017
39.99,Dovetail Games,448192,2017
0.0,Skylar Stickley,590280,2017
0.0,Skylar Stickley,590280,2017
0.0,Skylar Stickley,590280,2017
0.0,Skylar Stickley,590280,2017
9.99,HexWar Games,540250,2017
2.99,"Stardock Entertainment,Oxide Games",520642,2017
2.99,"Stardock Entertainment,Oxide Games",520642,2017
2.99,"Stardock Entertainment,Oxide Games",520642,2017
3.99,Games++,592340,2017
3.99,Games++,592340,2017
2.99,"Stardock Entertainment,Oxide Games",520640,2017
2.99,"Stardock Entertainment,Oxide Games",520640,2017
2.99,"Stardock Entertainment,Oxide Games",520640,2017
2.99,"Stardock Entertainment,Oxide Games",520643,2017
2.99,"Stardock Entertainment,Oxide Games",520643,2017
2.99,"Stardock Entertainment,Oxide Games",520643,2017
2.99,"Stardock Entertainment,Oxide Games",520644,2017
2.99,"Stardock Entertainment,Oxide Games",520644,2017
2.99,"Stardock Entertainment,Oxide Games",520644,2017
4.99,Monster Games,561813,2017
1.99,4FreaksFiction,592130,2017
1.99,4FreaksFiction,592130,2017
1.99,4FreaksFiction,592130,2017
8.99,Perfuse Entertainment,571740,2017
8.99,Perfuse Entertainment,571740,2017
8.99,Perfuse Entertainment,571740,2017
8.99,Perfuse Entertainment,571740,2017
8.99,Perfuse Entertainment,571740,2017
0.0,Monster Games,587500,2017
4.99,Koreez,545660,2017
4.99,Koreez,545660,2017
4.99,Koreez,545660,2017
9.99,DL Softworks,455690,2017
9.99,DL Softworks,455690,2017
9.99,DL Softworks,455690,2017
9.99,DL Softworks,455690,2017
9.99,DL Softworks,455690,2017
9.99,DL Softworks,455690,2017
4.99,IBOLOGY LLC,576420,2017
4.99,IBOLOGY LLC,576420,2017
4.99,IBOLOGY LLC,576420,2017
4.99,IBOLOGY LLC,576420,2017
4.99,IBOLOGY LLC,576420,2017
5.99,Blake Garner,533580,2017
5.99,Blake Garner,533580,2017
19.99,Cats Who Play,485980,2017
19.99,Cats Who Play,485980,2017
0.99,Quiet River,591420,2017
0.99,Quiet River,591420,2017
9.99,"Presto Studios, Inc.",359420,1997
9.99,"Presto Studios, Inc.",359420,1997
9.99,"Presto Studios, Inc.",359420,1997
1.99,AirWave Games,589640,2017
1.99,AirWave Games,589640,2017
1.99,AirWave Games,589640,2017
0.99,"hyperboreanGames,Svarog Studios",585550,2017
0.99,"hyperboreanGames,Svarog Studios",585550,2017
0.99,"hyperboreanGames,Svarog Studios",585550,2017
0.99,"hyperboreanGames,Svarog Studios",585550,2017
1.99,Gameland Studios,463480,2017
1.99,Gameland Studios,463480,2017
0.99,"hyperboreanGames,Svarog Studios",596960,2017
0.99,"hyperboreanGames,Svarog Studios",596960,2017
0.99,White Dog,546400,2017
0.99,White Dog,546400,2017
0.99,White Dog,546400,2017
0.99,White Dog,546400,2017
2.99,Red Dot Games,361840,2017
2.99,Red Dot Games,361840,2017
2.99,Red Dot Games,361840,2017
3.99,TarbuttonStudio,566140,2017
3.99,TarbuttonStudio,566140,2017
3.99,TarbuttonStudio,566140,2017
2.99,Falling Star Studio,463880,2017
2.99,Falling Star Studio,463880,2017
2.99,Falling Star Studio,463880,2017
2.99,Falling Star Studio,463880,2017
3.99,Gamesare,314610,2017
9.99,"CAPCOM Co., Ltd.",529930,2017
9.99,"CAPCOM Co., Ltd.",529930,2017
4.99,DL Softworks,591493,2017
4.99,DL Softworks,591493,2017
4.99,DL Softworks,591493,2017
4.99,DL Softworks,591493,2017
4.99,DL Softworks,591493,2017
4.99,DL Softworks,591493,2017
4.99,DL Softworks,591493,2017
4.99,DL Softworks,591493,2017
2.99,DL Softworks,591491,2017
2.99,DL Softworks,591491,2017
2.99,DL Softworks,591491,2017
2.99,DL Softworks,591491,2017
2.99,DL Softworks,591491,2017
2.99,DL Softworks,591491,2017
2.99,DL Softworks,591491,2017
2.99,DL Softworks,591491,2017
0.0,Robert Pelloni,529720,2017
0.0,Robert Pelloni,529720,2017
0.0,Robert Pelloni,529720,2017
0.99,"YarGri,EHTechnology",593290,2017
0.99,"YarGri,EHTechnology",593290,2017
0.99,"YarGri,EHTechnology",593290,2017
4.99,phime studio LLC,586170,2017
4.99,phime studio LLC,586170,2017
4.99,phime studio LLC,586170,2017
6.99,Virtual Racing Industries Ltd.,574673,2017
6.99,Virtual Racing Industries Ltd.,574673,2017
6.99,Virtual Racing Industries Ltd.,574673,2017
6.99,Virtual Racing Industries Ltd.,574673,2017
6.99,Virtual Racing Industries Ltd.,574673,2017
6.99,Virtual Racing Industries Ltd.,574673,2017
9.99,Virtual Racing Industries Ltd.,574672,2017
9.99,Virtual Racing Industries Ltd.,574672,2017
9.99,Virtual Racing Industries Ltd.,574672,2017
9.99,Virtual Racing Industries Ltd.,574672,2017
9.99,Virtual Racing Industries Ltd.,574672,2017
9.99,Virtual Racing Industries Ltd.,574672,2017
9.99,Monster Games,587080,2017
9.99,Stolpskott Studios,549390,2017
9.99,Stolpskott Studios,549390,2017
1.99,"Psyonix, Inc.",457194,2017
1.99,"Psyonix, Inc.",457194,2017
1.99,"Psyonix, Inc.",457194,2017
1.99,"Psyonix, Inc.",457194,2017
1.99,"Psyonix, Inc.",457191,2017
1.99,"Psyonix, Inc.",457191,2017
1.99,"Psyonix, Inc.",457191,2017
1.99,"Psyonix, Inc.",457191,2017
9.99,Soverance Studios,428980,2017
9.99,Soverance Studios,428980,2017
9.99,Soverance Studios,428980,2017
9.99,Soverance Studios,428980,2017
59.99,"KOEI TECMO GAMES CO., LTD.",502280,2017
19.99,Infinite Fall,481510,2017
18.99,Polygon Art,523610,2017
18.99,Polygon Art,523610,2017
0.0,BANDAI NAMCO Studios Inc.,565250,2017
0.0,BANDAI NAMCO Studios Inc.,565250,2017
6.99,BANDAI NAMCO Studios Inc.,528056,2017
6.99,BANDAI NAMCO Studios Inc.,528056,2017
14.99,Quadro Delta,342640,2017
14.99,Quadro Delta,342640,2017
14.99,Quadro Delta,342640,2017
14.99,Quadro Delta,342640,2017
14.99,Quadro Delta,342640,2017
5.99,WayForward,582960,2017
5.99,WayForward,582960,2017
0.0,"KOEI TECMO GAMES CO., LTD.",569710,2017
9.99,Mad Head Games,591470,2017
9.99,Mad Head Games,591470,2017
4.99,"Quadro Delta,Kole Audio Solutions",596110,2017
4.99,"Quadro Delta,Kole Audio Solutions",596110,2017
4.99,"Quadro Delta,Kole Audio Solutions",596110,2017
4.99,"Quadro Delta,Kole Audio Solutions",596110,2017
4.99,"Quadro Delta,Kole Audio Solutions",596110,2017
19.99,"KOEI TECMO GAMES CO., LTD.",521700,2017
19.99,"KOEI TECMO GAMES CO., LTD.",521710,2017
12.99,"KOEI TECMO GAMES CO., LTD.",521680,2017
3.49,"KOEI TECMO GAMES CO., LTD.",569711,2017
3.49,"KOEI TECMO GAMES CO., LTD.",569712,2017
3.49,"KOEI TECMO GAMES CO., LTD.",569713,2017
3.49,"KOEI TECMO GAMES CO., LTD.",569714,2017
3.49,"KOEI TECMO GAMES CO., LTD.",569715,2017
8.99,MadOut Games,586980,2017
8.99,MadOut Games,586980,2017
8.99,MadOut Games,586980,2017
8.99,MadOut Games,586980,2017
8.99,MadOut Games,586980,2017
9.99,Ludomotion,506870,2017
9.99,Ludomotion,506870,2017
9.99,Ludomotion,506870,2017
9.99,Ludomotion,506870,2017
5.99,Milestone S.r.l.,583730,2017
5.99,Milestone S.r.l.,583730,2017
5.99,Milestone S.r.l.,583730,2017
18.99,First Class Simulations,556218,2017
0.0,Funcom,396280,2001
0.0,Funcom,396280,2001
0.0,Funcom,396280,2001
0.0,Funcom,396280,2001
0.0,Funcom,396280,2001
0.0,Funcom,396280,2001
7.99,Joycity,583110,2017
7.99,Joycity,583110,2017
7.99,Joycity,583110,2017
7.99,Joycity,583110,2017
7.99,Joycity,583110,2017
7.99,Joycity,583110,2017
3.99,Abigail Corfman,585180,2017
3.99,Abigail Corfman,585180,2017
3.99,Abigail Corfman,585180,2017
14.99,Klonk Games,359840,2017
14.99,Klonk Games,359840,2017
4.99,The_Kiddy,595320,2017
4.99,The_Kiddy,595320,2017
4.99,The_Kiddy,595320,2017
3.99,BurstRay Games,372330,2017
3.99,BurstRay Games,372330,2017
3.99,BurstRay Games,372330,2017
19.99,Shiro Games,466560,2017
19.99,Shiro Games,466560,2017
19.99,Shiro Games,466560,2017
19.99,Shiro Games,466560,2017
9.99,Domini Games,591580,2017
9.99,Domini Games,591580,2017
14.99,Dragom,600070,2017
14.99,Dragom,600070,2017
9.99,Tribal Dreams,557760,1998
9.99,Tribal Dreams,557760,1998
0.99,ma_mutte,503430,2017
0.99,ma_mutte,503430,2017
0.99,ma_mutte,503430,2017
0.99,ma_mutte,503430,2017
0.99,ma_mutte,503430,2017
